property_id,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,target
52,-0.56289678,1.705697875,1.661003002,-2.183078075,1.096719728,-1.409369276,-0.922559881,-0.032206219,0.253330567,0.429182038,-0.608669183,1.161879795,0.586437598,-0.893249701,-0.0927718,0.016860445,-0.186678593,45
53,-0.719235451,-1.990500682,-0.548604559,-0.281047124,0.775415161,-1.706841865,0.461308884,0.189709208,0.622227759,-1.172721794,1.10664305,-0.887483857,0.209520353,0.533097615,0.226203173,0.101852038,-1.227446135,58
54,-0.970737855,-1.656788778,1.22587113,1.810838775,-0.451313081,-0.128450299,0.76650744,0.916489217,0.163330502,-1.104766332,0.260616603,-1.077325526,1.748785043,-0.729933606,-1.094896827,-1.444117439,-1.113796071,120
55,0.749917898,-0.221339539,-0.224075973,-3.066211656,-1.551540833,0.774690577,1.766118701,-0.168026572,0.405620467,-0.934458408,1.702912438,-0.204337199,-2.017927228,1.520845642,0.644103333,-0.948213483,-0.75558208,90
56,1.946418415,-1.552583342,-0.830036822,1.389685088,-0.51645529,-1.697041402,-1.035662589,-0.1180157,0.239703541,0.113995378,-0.456779274,0.778424795,0.330644134,-0.195060344,-0.174890326,0.169883933,-0.242977162,89
57,-1.51064527,-2.52004548,-1.641145996,-0.180831203,-1.243516125,0.045687926,1.250982778,-0.271320576,0.838803735,-0.034317517,0.748143563,0.206680944,-1.230745664,-0.411205,-0.009957068,0.798123527,-0.060076383,35
58,-1.204938652,-1.979544012,-0.047941667,1.151299771,-0.518771136,0.893686209,0.250915985,0.663700976,-0.034685422,-0.096934639,-0.896899818,0.714659486,0.728213553,-0.458966961,-0.80959701,-0.676715893,0.699063883,40
59,1.034321384,-0.531081734,-0.903832746,0.291237045,1.354558769,0.142611074,-1.695199666,-1.147326418,-0.921532463,0.68943559,0.078867689,0.030265629,0.284567702,0.625898184,-0.146111855,-1.197414233,-0.316914145,42
60,-0.738161864,4.738504989,0.619931116,3.861438753,0.397048127,-1.32582037,-0.196414604,-0.137749699,-0.017260229,0.299329191,0.096083373,0.386806665,-0.136466139,0.038570695,-0.025007189,0.218678178,-1.352755599,69
61,-0.241999991,-2.367070131,-1.539333224,0.047238341,-0.369271177,-1.324493113,0.505686586,-0.247825042,0.074248154,-0.060039301,-0.841216763,0.422409131,0.31357185,0.506710242,0.855224027,1.281642499,0.617207492,44
62,-1.098500454,-1.682628136,1.041410312,2.342062455,-1.502215528,0.313198369,0.31723556,-0.042969125,-0.129078354,-0.19332645,-0.997338486,-0.043008266,0.050573892,0.045348051,1.128686057,0.291690162,-0.19697637,65
63,-1.065439085,-0.13110186,-0.072630868,-0.028086667,1.354292231,-1.135540522,0.044908012,-0.278057961,0.204629723,0.184498833,-0.497818884,0.442003556,-0.342405578,1.062903252,0.318989819,-0.146614265,-0.935803412,130
64,-2.255540588,-0.302626704,-0.394871508,-0.170603173,0.911938853,-1.083294825,-0.162085547,-0.191056952,0.384869149,0.137174286,-0.392720985,0.397201822,-0.235751108,0.637327033,0.348495534,-0.067605295,-0.1725086,90
65,-2.106079491,-1.269733119,0.276538739,0.141668111,-0.775044989,1.417697463,0.700648797,-0.014936218,-0.253545388,0.470757415,0.816089515,0.386182568,-0.340554575,-0.09172879,-0.500368562,-0.536705396,-0.262636482,55
66,2.514073558,-0.700592543,0.224762607,3.48993329,-1.348995006,-1.655335846,0.007250905,1.095708748,0.179608455,-0.25499938,-0.136062262,0.591491028,0.427171191,0.827991197,-1.165655097,-1.15467541,0.823705752,65
67,4.749981823,-3.319024142,-2.661321787,2.270985036,-0.745919041,-0.094429417,0.447154871,-0.514637245,-0.83513551,0.895007216,-1.397959521,0.848964749,1.03557874,-0.315344072,0.426516824,-0.8847888,-0.703090435,66
68,-2.415142916,-1.32624928,-0.831690593,-0.363970197,-0.72624213,-1.192973245,-0.615706686,0.331786498,0.849022326,-1.106679815,0.467485035,-0.538654597,0.136059915,0.333705425,0.193614985,-0.516168451,-1.05319354,175
69,0.113463895,0.173290012,2.571749121,2.663958733,-2.764129494,-1.885360503,0.801659373,0.13356962,0.032410614,-0.320929028,0.12827308,-0.375533847,0.571839581,-0.449775154,1.593600772,-1.28189207,0.845294057,59
70,-0.923639717,-1.326808849,-0.834392499,-0.118294518,-1.584656951,0.228871435,0.029735963,-0.776045983,-1.149573655,0.362235363,-1.01043114,-0.691866812,2.343909218,0.077173241,-0.079516224,1.830918381,0.453647601,129
71,3.497387395,-1.956479048,-0.02290511,0.715341627,-0.824286504,0.192249568,0.697640316,-0.04731737,-0.781048763,0.011523608,-0.829676085,-0.076787776,1.591636104,-0.417926085,0.11279334,0.048011474,0.604994196,35
72,-0.439738195,2.430310799,-2.69994414,0.933021759,0.07609806,1.448748449,0.015384762,-0.406234649,-0.639806555,-0.552544717,-0.217691028,-0.639309048,0.345217995,1.099321488,0.32644957,-0.01544581,-0.521006866,67
73,3.714759212,1.559323385,-3.435665359,1.445118538,1.041299278,1.230747933,-0.637676477,-0.653715608,-0.257685158,-1.491271207,0.976214404,-1.042501908,-0.932042309,1.78775058,0.676687904,0.944633517,0.033010401,160
74,-0.481420473,3.201692114,-2.253056554,0.129809624,-0.094872931,1.430604644,-0.732774262,-0.6142553,-0.393613272,-0.248741153,-0.291645617,-0.177589499,-0.050263623,0.479626079,0.470129912,0.766912149,-7.69E-05,41
75,-0.706656234,2.9689402,-2.800413509,0.162286997,-0.041611826,0.225557264,-0.973422879,0.082021782,0.433556739,-0.837861397,0.140207292,-0.231033921,0.298805108,-0.146002348,-0.391241132,0.945214259,-0.806032535,85
76,-0.52091505,2.927161165,-2.722149231,-0.250425241,0.135675699,1.574582226,-0.64494705,-0.586926342,-0.306511549,-0.292212652,-0.30743571,-0.316551691,0.140455352,0.049974453,0.538462727,0.740519663,0.101380784,50
77,-1.092667134,0.160595464,1.186683993,0.858328616,1.084692884,0.408656113,0.656005341,0.051466822,0.031874797,-0.004358257,-1.207308176,0.604987005,-0.331022573,0.72886847,0.108695457,0.647318421,-1.308618,64
78,-1.361165397,-1.812051004,-1.115561465,-0.156545579,-0.023097793,-1.73181387,0.516761804,0.501539858,0.684549067,-1.04599777,0.655678702,-0.700321514,0.542965896,0.326469368,0.645725438,-0.8613221,-1.052554882,57
79,-1.322393927,-2.47012872,-1.111332456,0.657597326,-1.764064871,1.369360056,2.242270737,-0.187807274,0.317719346,-0.283535194,0.517286539,-0.215101521,-0.474514495,-0.839695642,0.362436925,-0.083148966,0.247423283,40
80,-0.897650054,3.439040977,-2.721667416,0.175749301,3.463583759,-1.35844789,2.220990572,0.337866557,0.464905626,0.130794888,-0.697966856,0.581906853,0.37164342,0.063969013,1.015356651,0.743140591,-0.051020543,28
81,2.31846681,-0.467420412,1.339579631,0.679866341,0.203453428,-1.313776915,1.281573395,0.682404506,0.21302497,-0.406088106,-0.577988654,0.45678696,0.908679552,-0.410580732,0.130565264,-0.741113893,-0.736455344,89
82,-1.364148811,0.014485938,0.782167673,-2.150243767,0.082530229,-1.200581961,-0.276566083,2.752943117,-1.200201442,1.397208523,-1.468722637,-3.104540757,-2.767905916,0.296431238,0.059464523,-0.524234751,1.362402037,60
83,-1.315239023,0.321861438,0.099847997,-3.061152932,-0.97079112,0.079475005,1.26493788,-0.84603383,0.419045186,0.021217356,1.107214853,0.137457553,-1.57944498,0.295163916,0.701500431,-0.493034464,-0.413840675,35
84,-0.138914856,0.162390106,1.892830566,-1.26783856,-1.985450984,0.696289338,1.460463518,-2.24535796,-1.951475864,0.587083302,1.755233094,-2.349012833,1.674839366,0.070437031,-0.345245251,1.181211215,-0.61748935,89
85,1.23124543,0.037038705,0.902469817,-2.836985527,-1.650222695,-0.080251019,1.213795281,-2.067729049,-1.500848534,0.05643842,2.347882522,-2.656882208,1.185515339,0.573377468,-0.214104114,1.066847365,-0.732045532,95
86,-0.186819351,-0.182925411,1.20451237,-0.726965501,0.186468455,0.304936952,-2.624707809,-1.760825484,-0.954450823,1.26219897,-0.335094055,0.004690425,0.871392064,-1.935883722,1.310706044,-0.609323446,0.455911757,150
87,-1.175659612,3.149879954,-2.412796034,0.930914367,1.314568107,-1.325022988,-1.592958512,0.462651712,0.7694745,-0.496913298,0.642950067,0.12571284,-0.142133803,0.100133295,-1.052714528,0.717558082,-0.704811744,52
88,-0.982216559,3.497783264,-2.193140333,0.573558213,1.764387858,-1.651252239,-1.197489188,0.404572972,0.754794102,-0.440793327,0.691084719,0.038643403,-0.00113576,0.089769104,-0.741318435,0.481001955,-0.721318362,34
89,-0.964113538,1.479537748,1.007794738,-2.422363047,-1.36302185,-0.759734045,-0.608390993,-0.490625489,0.086643047,-0.203146744,0.20082567,0.061712867,-1.135780203,1.304833378,1.449632353,-0.714317883,0.809530273,63
90,-0.29626705,-2.655103162,-1.048839363,-0.109854987,0.037154364,-0.068940156,0.534126997,0.051104839,0.144881317,-1.200406517,0.551555373,-1.042650974,0.009079385,0.863477144,0.85407076,-0.81096181,-0.414877439,43
91,3.52532521,-0.455997279,1.367528221,2.379983952,0.996685576,-0.123364712,-1.162069006,-0.152250523,-1.28874631,1.15141991,-1.512213601,1.303790089,0.861077804,1.209045757,-1.779480551,2.037409948,-0.885087506,59
92,-1.578890867,-0.052090055,2.189513853,-0.32297331,2.855916008,-0.220219907,2.352133207,0.352171976,-0.04813313,-0.285178741,-0.404486774,-0.063077681,0.40702574,0.22544011,0.798786254,0.273065196,-0.161200718,45
93,-2.29299479,-1.88320887,-0.244055953,-0.293503002,1.373476273,0.91157336,0.686411246,0.113554212,-0.146172683,-0.688919267,-0.006393852,-0.317412317,0.28618894,0.641002752,-0.152273804,-0.612549272,-0.041423541,60
94,-0.558824502,-0.361272313,2.02224815,-0.125462092,0.115922552,0.642256126,0.287992391,-0.640744622,-0.876267381,-0.124628666,0.177626946,-0.731314255,0.718902295,0.230440281,0.02342458,-0.442048325,-0.563986273,127
95,-1.181811768,-2.519157444,-0.982183001,-0.743598184,0.704140696,0.347988811,0.161880239,2.192142785,-1.64069314,1.542698759,-1.799196809,-3.261314205,-2.07966104,-0.636654668,0.052414764,0.705290933,-0.208681476,57
96,-0.766672761,-2.139226869,-0.265753074,0.029694043,1.775105968,-0.518990955,1.568509725,0.674116703,0.114416405,-0.982392147,0.345889052,-0.442740237,0.461502492,1.216470477,-0.784693701,-0.521632381,0.079228672,99
97,-1.214504159,1.872030809,0.72493343,-2.174866954,-0.587244181,-0.043176291,-1.382289992,-0.466698759,-0.081554895,-0.099435646,-0.680336565,0.974557039,-1.40110756,2.616859322,0.309959112,-0.054408534,-1.500266106,85
98,-1.549669254,-2.410561651,-1.332931621,-0.069306094,-0.460759708,-0.450743865,-0.571928955,-0.125494831,0.286040826,-0.128081873,-0.270285336,0.287498388,-0.167723079,0.233246512,0.605934011,0.309304366,-0.028295729,84
99,-1.217333339,0.444951534,-0.258454424,-2.412991112,-1.48346705,-2.330648635,-0.695189832,0.775772027,1.481931504,-1.270094516,0.270793473,0.28087373,-0.758542223,1.029100535,0.273364359,0.026172279,-1.517252062,139
100,0.439908991,0.098309043,-0.21724049,-1.451788682,-0.22682282,-0.63811829,0.314406301,0.129839213,0.457927709,-0.609614076,-0.373986715,0.759258015,-0.275674565,0.595727392,0.057305449,-0.220881052,-1.579991295,85
101,-0.461089762,-1.653369919,-0.470208326,0.252626501,1.45439321,-0.954112343,-1.390421834,-0.257131227,0.004486882,0.622322873,-0.288680377,0.738354277,0.26104971,-0.145056412,-1.071225217,-0.2503265,0.363392476,12
102,-0.487576769,-1.192219056,0.405592688,-0.33695506,1.761146057,0.683333134,0.467127366,-1.235603639,-0.496807937,0.688066588,1.739287784,-0.11222263,-0.841703672,-0.027510989,-0.827269673,-0.494490691,-0.335560344,30
103,-2.44284923,-1.429484867,-0.72509269,-0.498858045,0.523550871,-2.046795803,-0.014354953,0.02207978,0.844844269,-0.622245734,0.823857768,-0.761715912,0.603090205,-0.81609114,0.922077429,-0.439493071,-0.452873519,110
104,-0.795477614,-1.546685339,0.443129332,0.74193047,-1.722697271,1.085655018,1.518713285,-0.064349013,-0.707618915,0.506601066,0.659202215,-0.455709421,1.454690983,-0.753552745,-2.038930342,1.194449627,0.876431125,21
105,2.529820055,0.361142633,0.761684041,-3.31646791,-1.036523382,0.598907935,-0.268755709,-1.224454531,-1.600893089,0.039483364,0.103050269,-1.161690026,2.18122766,0.275961811,-0.504148326,1.13481534,0.792766259,75
106,-1.347107808,-2.103968818,-0.953376024,0.010449227,-1.031194033,-0.994561575,0.156859484,1.683461958,1.109101701,-0.86396456,0.035426743,0.682197862,0.736808455,-0.470810139,-0.644766932,-0.155228593,-1.395290369,39
107,3.743128939,0.704867011,-0.366097142,-2.257358555,-0.545211252,-0.69835193,-1.986160252,-0.786583351,-0.0188494,1.271250898,-1.512016934,2.612565454,-1.243831024,0.220887246,0.435617047,1.863797602,0.064395139,70
108,-0.776660495,0.625471964,1.176633427,-3.223898065,0.22069265,0.803929641,-0.017526885,2.150663918,-1.778800858,1.271535038,-1.757294778,-3.025571649,-2.759386108,0.380042575,0.579495662,-0.681696998,-0.663958299,31
109,-0.814309848,0.129201825,1.449255382,-0.66390792,-1.254391126,1.08581055,0.688505576,-0.64642519,-0.120717387,0.631452498,0.085323134,0.661833333,-0.553579272,-0.844079138,-0.412534056,-0.52155878,0.092440416,60
110,0.237062942,3.537291464,-1.980228768,0.409046647,0.003564832,1.354028504,0.253393757,-1.604432678,-0.982116761,0.784731124,0.991619799,-0.3757683,-0.589822013,0.081165426,0.119002472,-1.136423698,-0.920640785,80
111,0.673917122,0.205292776,3.02933804,1.084015264,0.929921742,0.256665588,0.252000867,0.424578185,-0.145241558,-1.044444459,0.681163094,-0.182569389,-1.439979951,2.937216386,-0.788926218,-0.441784536,1.008612233,35
112,1.145730137,-0.002292038,2.124077523,-0.366445714,1.465118186,0.502896418,0.8218114,0.281880398,0.066772285,-0.577059475,0.017166393,0.154514788,-0.355867539,0.519840177,-0.08425599,-0.398560976,0.612667344,70
113,-0.720462387,-0.626288468,0.552764003,-0.881849582,2.342451503,1.06010379,0.407496361,0.518447182,0.282354721,-0.733499366,-0.222775714,0.704749852,-0.678167548,1.469745732,-1.06446684,0.16468119,-0.147139248,50
114,1.826428075,-1.396930769,0.198606817,1.788724078,-0.124306417,-0.198560584,0.900431999,-0.30427,-0.045515273,-0.069887465,-0.936282966,0.279347964,0.081467636,0.252442709,1.543670138,-0.105852838,-0.613086833,120
115,0.498654999,-0.194144897,1.436159959,0.086558009,1.392757662,0.729446891,1.101935808,0.64130824,0.331341957,-0.759324383,-0.707739558,0.760803607,-0.481383736,0.92985667,-0.307200207,0.201261448,0.038242979,64
116,1.361022766,-0.443528796,2.817818659,2.609328615,0.228333106,0.311502493,1.176115467,0.668906431,0.133906372,-0.689055178,-0.611730097,-0.068970054,-0.04484432,0.366660716,0.209702945,-0.257753683,-0.150249763,20
117,-1.274705447,0.386737739,3.030271622,0.448609749,-0.465348201,0.679540862,0.408321208,0.709750933,0.074832099,-1.223848683,0.453470165,-0.480463049,-0.742793754,1.829075881,-0.224508051,-0.876474012,1.826204844,25
118,-1.364595928,4.690226978,0.521350297,2.689885084,0.310543171,0.572909647,-2.031407985,-0.930739827,-1.036976321,0.467413372,0.413232625,-0.619403071,0.01800203,0.525477401,0.212491838,-0.801803654,0.231162593,76
119,-1.309312269,0.6456396,-0.361421271,-2.048004515,-1.887430316,0.933413296,1.016782806,-1.120134976,-0.209760062,0.641098378,0.240463869,0.183008086,-0.432369005,-0.202259274,0.260076204,0.239429617,-0.043924662,139
120,-0.95327443,-0.166891859,-0.621119545,-0.499684438,-0.144306384,-0.319016803,-1.856375259,-0.304987872,0.076758532,0.336989639,-0.614689268,1.103886658,-0.787501652,1.190719559,-0.56275335,0.265264827,-0.377417478,35
121,-0.010712117,1.608918132,3.593741732,-0.157195427,1.47228472,-0.120704909,-0.962055751,-0.657884392,-0.568819304,0.711210435,-0.045653279,0.629998798,-0.300419445,-0.032137013,-0.289777122,-0.1593481,0.751961649,65
